TIME_SIN,TIME_COS,IRRADIATION,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,residual,is_overestimate
0.25881904510252074,0.9659258262890683,0.0,0.30997778436064993,0.10401123674316243,-0.14351704716682434,True
0.3214394653031616,0.9469301294951057,0.0,0.30540479188849834,0.10896605973018397,-0.14420275390148163,True
0.3826834323650898,0.9238795325112867,0.0,0.30439592016186157,0.10679277247162494,-0.14438268542289734,True
0.4422886902190013,0.8968727415326883,0.0,0.30034264233463315,0.10351204137393571,-0.14345082640647888,True
0.49999999999999994,0.8660254037844387,0.0,0.2993303161410539,0.09545540434202332,-0.14101362228393555,True
0.5555702330196022,0.8314696123025452,0.0,0.2896880393199157,0.09260903358595612,-0.1374954730272293,True
0.6087614290087207,0.7933533402912352,0.0,0.29156974977721584,0.09094690762690077,-0.1338631957769394,True
0.6593458151000688,0.7518398074789774,0.0,0.29362174719180323,0.09108258703373423,-0.13051113486289978,True
0.7071067811865476,0.7071067811865476,0.0,0.2952897433234578,0.0914619509745433,-0.12781861424446106,True
0.7518398074789773,0.659345815100069,0.0,0.28599444103695815,0.09337927299010157,-0.12594541907310486,True
0.7933533402912352,0.6087614290087207,0.0,0.28159676093459907,0.09782424269870499,-0.1254943609237671,True
0.8314696123025452,0.5555702330196023,0.0,0.27736438541921515,0.09365142716605618,-0.1252198964357376,True
0.8660254037844386,0.5000000000000001,0.0,0.26069191722563057,0.09404739919948829,-0.1253620684146881,True
0.8968727415326884,0.44228869021900125,0.0,0.25688100533099867,0.09721676386147754,-0.12577053904533386,True
0.9238795325112867,0.38268343236508984,0.0,0.24889511752743476,0.09772453310330625,-0.1271556168794632,True
0.9469301294951057,0.3214394653031615,0.0,0.235127333503653,0.08996563647484684,-0.12898975610733032,True
0.9659258262890683,0.25881904510252074,0.0,0.22891364209561305,0.08279896197812403,-0.1304791122674942,True
0.9807852804032304,0.19509032201612833,0.0,0.2275025919829794,0.07832745187746265,-0.13331125676631927,True
0.9914448613738104,0.1305261922200517,0.0,0.21791369750282796,0.07708182633999133,-0.13784688711166382,True
0.9978589232386035,0.06540312923014305,0.0025829470449353228,0.20828095500036792,0.07594297437856928,-0.145102858543396,True
1.0,6.123233995736766e-17,0.01179684995177664,0.20836389516610154,0.08220915583958704,-0.1435550743277845,True
0.9978589232386035,-0.06540312923014292,0.019146631668844658,0.20952207471901718,0.08822499848914761,-0.14753751281244865,True
0.9914448613738105,-0.13052619222005138,0.03862095962378331,0.21075085330157628,0.0923805560457795,-0.1371455969997606,True
0.9807852804032305,-0.19509032201612797,0.09419282563558733,0.22511121134081558,0.11821093061566151,-0.07934574572264849,True
0.9659258262890683,-0.25881904510252085,0.181522249304982,0.2593756297658316,0.18135504627910287,0.005630152875928662,False
0.9469301294951057,-0.3214394653031616,0.2891107053737624,0.28150457879680335,0.22558108043519792,0.014956008975375468,False
0.9238795325112867,-0.3826834323650897,0.3484939907058194,0.30055256648942796,0.25752570263725955,0.02912507565217548,False
0.8968727415326884,-0.44228869021900113,0.40799100570725927,0.33871468039698294,0.30895369424729296,0.06337611983826319,False
0.8660254037844387,-0.4999999999999998,0.414125989828838,0.3693454715497395,0.3329837615811693,0.057136095311345614,False
0.8314696123025451,-0.5555702330196023,0.46353385785531503,0.38439663985507866,0.35629672306798615,0.10460103804788656,False
0.7933533402912352,-0.6087614290087207,0.5195934864519867,0.4157971759318073,0.3957795566010189,0.15176549381153015,False
0.7518398074789774,-0.6593458151000688,0.5691839359820678,0.4592642417976214,0.44150413024854235,0.1837720789818732,False
0.7071067811865476,-0.7071067811865475,0.5954002665747745,0.4731366385467093,0.45732157710881244,0.18494980056723576,False
0.6593458151000686,-0.7518398074789776,0.6392965504547834,0.501611686984476,0.5003199357506902,0.21946140964501548,False
0.6087614290087204,-0.7933533402912353,0.6886658422605698,0.531615719823815,0.5149805061640931,0.1941865800055983,False
0.5555702330196022,-0.8314696123025453,0.7278583086624556,0.571993560628095,0.5489313238816831,0.14095277844636245,False
0.49999999999999994,-0.8660254037844387,0.7536599287334844,0.6003375832698119,0.5578086698932825,0.10916618516967358,False
